timestamp,speed,speed_true,dt
2025-01-02 00:00:32,0.0,0.0514444,0.0
2025-01-02 00:01:33,0.5712002225960737,0.0514444,61.0
2025-01-02 00:02:34,0.0,0.0514444,61.0
2025-01-02 00:04:32,0.7670056408346821,0.0514444,118.0
2025-01-02 00:05:33,0.16667723659038303,0.0514444,61.0
2025-01-02 00:06:34,0.0,0.0514444,61.0
2025-01-02 00:08:32,1.5458446291707102,0.0514444,118.0
2025-01-02 00:09:33,0.0,0.0,61.0
2025-01-02 00:10:34,0.0,0.0514444,61.0
2025-01-02 00:12:32,0.0,0.0514444,118.0
2025-01-02 00:13:33,2.2511396859514665,0.0,61.0
2025-01-02 00:14:34,1.2753326131702394,0.0,61.0
2025-01-02 00:16:32,0.0,0.0,118.0
2025-01-02 00:17:33,0.0,0.0,61.0
2025-01-02 00:18:34,0.0,0.0514444,61.0
2025-01-02 00:20:32,3.166566375341261,0.0514444,118.0
2025-01-02 00:21:33,0.57290317834733,0.0,61.0
2025-01-02 00:22:34,0.6450624707866044,0.0,61.0
2025-01-02 00:24:32,1.5968695810477633,0.0514444,118.0
2025-01-02 00:25:33,0.40962813853977026,0.0514444,61.0
2025-01-02 00:26:34,0.0,0.0,61.0
2025-01-02 00:28:32,0.0,0.0514444,118.0
2025-01-02 00:29:33,0.0,0.0,61.0
2025-01-02 00:30:34,0.0,0.0,61.0
2025-01-02 00:32:32,1.0914443154554698,0.0,118.0
2025-01-02 00:33:33,0.07791882871094916,0.0,61.0
2025-01-02 00:34:34,1.0989601158233688,0.0,61.0
2025-01-02 00:36:32,0.0,0.0,118.0
2025-01-02 00:37:33,0.11795278547413589,0.0,61.0
2025-01-02 00:38:34,0.0,0.0514444,61.0
2025-01-02 00:40:32,1.4259359120537223,0.0514444,118.0
2025-01-02 00:41:33,0.519732713846989,0.0,61.0
2025-01-02 00:42:34,1.5484595647894783,0.0514444,61.0
2025-01-02 00:44:32,0.0,0.0514444,118.0
2025-01-02 00:45:33,3.184006457171091,0.0514444,61.0
2025-01-02 00:46:34,0.0,0.0,61.0
2025-01-02 00:48:32,1.6622742251062748,0.0,118.0
2025-01-02 00:49:33,0.0,0.0,61.0
2025-01-02 00:50:34,0.9191608575938546,0.0,61.0
2025-01-02 00:52:32,0.0,0.0514444,118.0
2025-01-02 00:53:33,0.0,0.0514444,61.0
2025-01-02 00:54:34,2.871047030800179,0.0,61.0
2025-01-02 00:56:32,0.0,0.0514444,118.0
2025-01-02 00:57:33,0.37759370976958434,0.0514444,61.0
2025-01-02 00:58:34,1.3051015960331314,0.0,61.0
2025-01-02 01:00:32,0.794967231958907,0.0514444,118.0
2025-01-02 01:01:33,0.27707275771536466,0.0514444,61.0
2025-01-02 01:02:34,0.5474415036993381,0.0,61.0
2025-01-02 01:04:32,3.6051233778574128,0.0,118.0
2025-01-02 01:05:33,0.0,0.0514444,61.0
2025-01-02 01:06:34,0.3530929700724513,0.0514444,61.0
2025-01-02 01:07:35,1.575981594011418,0.0,61.0
2025-01-02 01:09:32,1.7097332994369758,0.0514444,117.0
2025-01-02 01:10:33,1.7805454583405702,0.0,61.0
2025-01-02 01:11:34,0.9580953330437769,0.0,61.0
2025-01-02 01:13:32,0.0,0.0514444,118.0
2025-01-02 01:14:33,2.501591698451644,0.0514444,61.0
2025-01-02 01:15:34,0.0,0.0,61.0
2025-01-02 01:17:32,0.5053975978585499,0.0514444,118.0
2025-01-02 01:18:33,0.0,0.0514444,61.0
2025-01-02 01:19:34,0.0,0.0,61.0
2025-01-02 01:21:32,0.5445880154552206,0.0514444,118.0
2025-01-02 01:22:33,0.5334802231754097,0.0514444,61.0
2025-01-02 01:23:34,0.6843255313529271,0.0514444,61.0
2025-01-02 01:25:32,2.4205669035879707,0.0,118.0
2025-01-02 01:26:33,0.6803014522709697,0.0,61.0
2025-01-02 01:27:34,0.0,0.0,61.0
2025-01-02 01:29:32,1.446130752432536,0.0,118.0
2025-01-02 01:30:33,1.784205733386961,0.0,61.0
2025-01-02 01:31:34,0.0,0.0514444,61.0
2025-01-02 01:33:32,0.8961001047747871,0.0,118.0
2025-01-02 01:34:33,1.1032035134663476,0.0514444,61.0
2025-01-02 01:35:34,0.0,0.0,61.0
2025-01-02 01:37:32,2.115004619967429,0.0514444,118.0
2025-01-02 01:38:33,0.0,0.0514444,61.0
2025-01-02 01:39:34,0.1883646802073134,0.0,61.0
2025-01-02 01:41:32,0.0,0.0514444,118.0
2025-01-02 01:42:33,0.023368571372201302,0.0,61.0
2025-01-02 01:43:34,0.0,0.0,61.0
2025-01-02 01:45:32,0.0,0.0,118.0
2025-01-02 01:46:33,2.3917575948374585,0.0,61.0
2025-01-02 01:47:34,0.0,0.0,61.0
2025-01-02 01:49:32,0.0,0.0,118.0
2025-01-02 01:50:33,0.0,0.0514444,61.0
2025-01-02 01:51:34,0.0,0.0514444,61.0
2025-01-02 01:53:32,0.0,0.0514444,118.0
2025-01-02 01:54:33,2.5144671402045535,0.0514444,61.0
2025-01-02 01:55:34,1.5147256340139512,0.0,61.0
