timestamp,heading,yaw_rate,heading_true,yaw_rate_true
2024-01-01T00:00:00,-4.799321397970729,0.03513628366356448,-4.71238898038469,0.0
2024-01-01T00:01:02,-4.651868798494879,0.01755262404773394,-4.71238898038469,0.0
2024-01-01T00:02:04,-4.587125036406791,-0.09919983415734773,-4.71238898038469,0.0
2024-01-01T00:03:06,-4.699703864898667,-0.0022750927690143264,-4.71238898038469,0.0
2024-01-01T00:04:08,-4.799143201524234,-0.039233769378525025,-4.71238898038469,0.0
2024-01-01T00:05:10,-4.788641198085179,0.03555226521986815,-4.71238898038469,0.0
2024-01-01T00:06:12,-4.652822931701713,0.049547909351783076,-4.71238898038469,0.0
2024-01-01T00:07:14,-4.649848697064345,-0.015101551139138162,-4.71238898038469,0.0
2024-01-01T00:08:16,-4.7560654271140965,-0.033352073789434354,-4.71238898038469,0.0
2024-01-01T00:09:18,-5.1017554162976,0.07781503977579665,-4.71238898038469,0.0
2024-01-01T00:10:20,-4.9013347237229565,-0.030157378350684716,-4.71238898038469,0.0
2024-01-01T00:11:22,-4.617451150047177,-0.059726875351812606,-4.71238898038469,0.0
2024-01-01T00:12:24,-5.030216153475555,-0.0416335576509472,-4.71238898038469,0.0
2024-01-01T00:13:26,-4.533455058928592,-0.027749969405710513,-4.71238898038469,0.0
2024-01-01T00:14:28,-4.558005161324907,-0.04306815264747741,-4.71238898038469,0.0
2024-01-01T00:15:30,-4.707473877039491,0.04226956916390363,-4.71238898038469,0.0
2024-01-01T00:16:32,-4.624528754074394,-0.10989567227870055,-4.71238898038469,0.0
2024-01-01T00:17:34,-4.6356254725020865,-0.04412802057227646,-4.71238898038469,0.0
2024-01-01T00:18:36,-4.733287406245615,-0.0023748722727431537,-4.71238898038469,0.0
2024-01-01T00:19:38,-4.91889701753227,0.010512311000114655,-4.71238898038469,0.0
2024-01-01T00:20:40,-4.568450109866933,0.08459174187622918,-4.71238898038469,0.0
2024-01-01T00:21:42,-4.50235721230604,0.07726188563818431,-4.71238898038469,0.0
2024-01-01T00:22:44,-4.894847822074491,-0.08003685779722712,-4.71238898038469,0.0
2024-01-01T00:23:46,-4.926257527914329,-0.09540239702847898,-4.71238898038469,0.0
2024-01-01T00:24:48,-4.734929803387739,0.0012485631185499481,-4.71238898038469,0.0
2024-01-01T00:25:50,-4.80821325582741,-0.0336592618231544,-4.71238898038469,0.0
2024-01-01T00:26:52,-4.692377667397325,-0.05960131709915928,-4.71238898038469,0.0
2024-01-01T00:27:54,-4.534639413733279,0.0008060448730327247,-4.71238898038469,0.0
2024-01-01T00:28:56,-5.0531013344677165,0.01153486591672173,-4.71238898038469,0.0
2024-01-01T00:29:58,-4.4775393322332695,-0.04194842198220888,-4.71238898038469,0.0
2024-01-01T00:31:00,-4.776090024520441,-0.0312042372518747,-4.71238898038469,0.0
2024-01-01T00:32:02,-4.637999347616126,-0.03810207636938248,-4.71238898038469,0.0
2024-01-01T00:33:04,-4.621623244696578,-0.020574562061064023,-4.71238898038469,0.0
2024-01-01T00:34:06,-4.60329615702111,0.027072204969486865,-4.71238898038469,0.0
2024-01-01T00:35:08,-4.703193812716252,-0.05389529305757934,-4.71238898038469,0.0
2024-01-01T00:36:10,-4.668494239272238,-0.03203424967488005,-4.71238898038469,0.0
2024-01-01T00:37:12,-4.671297692555624,-0.01996410715427509,-4.71238898038469,0.0
2024-01-01T00:38:14,-4.811630850920701,-0.00033762025775699816,-4.71238898038469,0.0
2024-01-01T00:39:16,-4.978761336693891,0.013799224645623616,-4.71238898038469,0.0
2024-01-01T00:40:18,-4.8963904312471485,0.1021128920255396,-4.71238898038469,0.0
2024-01-01T00:41:20,-4.727849524638399,0.028606285880419514,-4.71238898038469,0.0
2024-01-01T00:42:22,-4.828612419192426,0.02979656735195832,-4.71238898038469,0.0
2024-01-01T00:43:24,-4.828588943483651,-0.013330650663976852,-4.71238898038469,0.0
2024-01-01T00:44:26,-4.442276628607822,-0.04899328978487163,-4.71238898038469,0.0
2024-01-01T00:45:28,-4.585290880781367,-0.02641070074248912,-4.71238898038469,0.0
2024-01-01T00:46:30,-4.754115195160016,-0.03551662451074458,-4.71238898038469,0.0
2024-01-01T00:47:32,-4.613074241048102,0.019611533777728302,-4.71238898038469,0.0
2024-01-01T00:48:34,-4.7779060634465615,-0.08256407118118665,-4.71238898038469,0.0
2024-01-01T00:49:36,-4.69614753934153,0.029626685979362213,-4.71238898038469,0.0
2024-01-01T00:50:38,-4.646885528867428,-0.005861979471801261,-4.71238898038469,0.0
2024-01-01T00:51:40,-4.777123203712533,0.03666741163445191,-4.71238898038469,0.0
2024-01-01T00:52:42,-4.819458620272416,-0.03619540945771368,-4.71238898038469,0.0
2024-01-01T00:53:44,-4.534257574085551,-0.04506848574211229,-4.71238898038469,0.0
2024-01-01T00:54:46,-4.622893924210299,-0.020333435951922187,-4.71238898038469,0.0
2024-01-01T00:55:48,-5.055370921193481,-0.021532462637691305,-4.71238898038469,0.0
2024-01-01T00:56:50,-4.813166185311356,0.04031742055374651,-4.71238898038469,0.0
2024-01-01T00:57:52,-4.831817885615712,0.03984024165285327,-4.71238898038469,0.0
2024-01-01T00:58:54,-4.806297824042112,0.09525115417677094,-4.71238898038469,0.0
2024-01-01T00:59:56,-4.584057269994927,-0.024774607225894817,-4.71238898038469,0.0
2024-01-01T01:00:00,-4.71117783727326,-0.1673775298243797,-4.71238898038469,0.0
2024-01-01T01:01:02,-4.925046024656396,-0.020471128651540892,-4.71238898038469,0.0
2024-01-01T01:02:04,-4.774280585537359,0.01153289626041785,-4.71238898038469,0.0
2024-01-01T01:03:06,-4.637854284843869,0.03572653455260844,-4.71238898038469,0.0
2024-01-01T01:04:08,-4.755424838515896,0.015180213564185974,-4.71238898038469,0.0
2024-01-01T01:05:10,-4.818940281503922,-0.024813876654484958,-4.71238898038469,0.0
2024-01-01T01:06:12,-4.67382684323229,0.08570821787077786,-4.71238898038469,0.0
2024-01-01T01:07:14,-4.477412164594958,-0.05168679002811132,-4.71238898038469,0.0
2024-01-01T01:08:16,-4.648927269636857,-0.0137322424280919,-4.71238898038469,0.0
2024-01-01T01:09:18,-4.519604903263206,-0.0539954920430404,-4.71238898038469,0.0
2024-01-01T01:10:20,-4.802750028706711,0.0009788381045085968,-4.71238898038469,0.0
2024-01-01T01:11:22,-4.717089937215323,0.07945028793864349,-4.71238898038469,0.0
2024-01-01T01:12:24,-4.725359760146429,-0.00704629619494064,-4.71238898038469,0.0
2024-01-01T01:13:26,-4.703838704617296,-0.006739992604673959,-4.71238898038469,0.0
2024-01-01T01:14:28,-4.655365629574264,-0.08479810041886296,-4.71238898038469,0.0
2024-01-01T01:15:30,-4.858980842534213,-0.014349609289549942,-4.71238898038469,0.0
2024-01-01T01:16:32,-4.624120308370058,0.05752435250166759,-4.71238898038469,0.0
2024-01-01T01:17:34,-4.965269916896859,-0.012511808282853726,-4.71238898038469,0.0
2024-01-01T01:18:36,-4.926877010697906,-0.015889510695615547,-4.71238898038469,0.0
2024-01-01T01:19:38,-4.405657152473755,0.05528572879216466,-4.71238898038469,0.0
2024-01-01T01:20:40,-4.801552298787711,-0.01567820564852823,-4.71238898038469,0.0
2024-01-01T01:21:42,-4.6129302344126915,0.06460268161135614,-4.71238898038469,0.0
2024-01-01T01:22:44,-4.4668771020780245,-0.06423197976938724,-4.71238898038469,0.0
2024-01-01T01:23:46,-5.069050546892266,0.03389269874205151,-4.71238898038469,0.0
2024-01-01T01:24:48,-4.550735324207676,0.08231646038477283,-4.71238898038469,0.0
2024-01-01T01:25:50,-4.627045378741341,0.050392844872745673,-4.71238898038469,0.0
2024-01-01T01:26:52,-4.4793572246015305,-0.09336367758176374,-4.71238898038469,0.0
2024-01-01T01:27:54,-4.904176910951297,-0.03191516207154419,-4.71238898038469,0.0
