timestamp,est_x,est_y,est_speed,est_heading,est_yaw_rate,true_x,true_y,true_speed,true_heading,true_yaw_rate,gps_x,gps_y,dt,gps_error,ukf_error
2024-01-01T00:00:00,12.417853825280817,13.905750235016498,0.0,-4.799321397970729,0.03513628366356448,0.0,0.0,0.0,-4.71238898038469,0.0,12.417853825280817,13.905750235016498,0.0,18.643309342085775,18.643309342085775
2024-01-01T00:01:02,-10.1982100636592,22.026660956920114,0.8134376239272598,1.6375835948152544,0.006890290549931701,0.0,0.0,0.0,-4.71238898038469,0.0,-3.4566075292796166,11.397194302040191,62.0,11.909835161324859,24.27297430093042
2024-01-01T00:02:04,4.02392297491217,48.01064284414618,0.6701472778063378,1.676763945593003,-0.027908373094239526,0.0,0.0,0.0,-4.71238898038469,0.0,16.19221345251731,54.1250586225271,62.0,56.49521880109747,48.17897656048944
2024-01-01T00:03:06,45.609199082375135,-12.10310962552083,0.765916239502783,1.630297964420276,-0.07261141348919575,0.0,0.0,0.0,-4.71238898038469,0.0,38.07574641020064,-16.087955759503576,62.0,41.33503096906607,47.1877558646637
2024-01-01T00:04:08,21.325931718100826,6.072592118272005,0.5581323705308409,1.494427712258639,-0.08500082281914675,1.035791275671546,1.1119492665983,0.0,-4.71238898038469,0.0,-4.818043092411854,24.30795246862923,62.0,23.923251061625876,20.88774225892702
2024-01-01T00:05:10,13.107452119904325,5.336558456333994,0.4630178963221681,1.512983885177521,-0.061555430091625986,1.035791275671546,1.1119492665983,0.0,-4.71238898038469,0.0,-4.817632648057968,2.5372773890254123,62.0,6.024461128389046,12.78953941094761
2024-01-01T00:06:12,25.84630758837795,-0.6897958486622591,0.9594425437145588,1.6693765436645331,-0.055719689796256876,1.035791275671546,1.1119492665983,0.0,-4.71238898038469,0.0,40.516111663356334,7.8267562381797235,62.0,40.04727619426616,24.875851847995797
2024-01-01T00:07:14,6.514899662415925,5.985477269242867,1.146187658117366,1.689702159716588,-0.07587719200731301,1.035791275671546,0.0,0.0,-4.71238898038469,0.0,20.221659504494266,38.211710660313294,62.0,42.75783403402527,8.11458975268101
2024-01-01T00:08:16,-6.976776816119836,12.760530422727264,1.0225979124539446,1.5447807135239295,-0.08315580746918001,0.0,0.0,0.0,-4.71238898038469,0.0,-11.736859648373803,12.695893907240594,62.0,17.28986976554578,14.54326481266484
2024-01-01T00:09:18,3.1758009641606004,20.35193084984043,1.0000587427534442,1.2183899539401521,-0.05328953899532106,0.0,-1.1119492662446384,0.0,-4.71238898038469,0.0,13.564001089649116,12.345452709996186,62.0,19.107166025084226,21.69755427235142
